category_level_1_name;category_level_2_name;category_level_3_name;category_level_4_name;category_level_5_name;category_action;category_id;category_url;;param_action;param_type;param_id;param_name;param_multiselect_on_posting;param_multiselect_on_filter;param_required_on_posting;;value_action;value_id;value_url;value_name
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные мотоциклы;-;new;11302;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler;;;;;;;;;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные мотоциклы;-;new;11302;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler;;add;dropdown;29;Состояние;ЛОЖЬ;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные мотоциклы;-;new;11302;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler;;add;dropdown;29;Состояние;;;;;add;2757;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler/new;Новый
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные мотоциклы;-;new;11302;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler;;add;dropdown;29;Состояние;;;;;add;2756;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler/used;Б/у
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные мотоциклы;-;new;11302;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler;;add;dropdown;425;Доставка;ИСТИНА;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные мотоциклы;-;new;11302;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler;;add;dropdown;425;Доставка;;;;;add;27236;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler/p-27236-customer-pickup;Самовывоз
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные мотоциклы;-;new;11302;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler;;add;dropdown;425;Доставка;;;;;add;30644;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler/delivery-to-areas;Доставка в районы
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные мотоциклы;-;new;11302;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler;;add;dropdown;425;Доставка;;;;;add;27240;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler/free-delivery;Бесплатная доставка
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные мотоциклы;-;new;11302;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler;;add;dropdown;425;Доставка;;;;;add;27241;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-motosikletler/paid-delivery;Платная доставка
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные экскаваторы;-;new;11305;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar;;;;;;;;;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные экскаваторы;-;new;11305;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar;;add;dropdown;29;Состояние;ЛОЖЬ;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные экскаваторы;-;new;11305;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar;;add;dropdown;29;Состояние;;;;;add;2757;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar/new;Новый
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные экскаваторы;-;new;11305;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar;;add;dropdown;29;Состояние;;;;;add;2756;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar/used;Б/у
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные экскаваторы;-;new;11305;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar;;add;dropdown;425;Доставка;ИСТИНА;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные экскаваторы;-;new;11305;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar;;add;dropdown;425;Доставка;;;;;add;27236;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar/p-27236-customer-pickup;Самовывоз
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные экскаваторы;-;new;11305;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar;;add;dropdown;425;Доставка;;;;;add;30644;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar/delivery-to-areas;Доставка в районы
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные экскаваторы;-;new;11305;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar;;add;dropdown;425;Доставка;;;;;add;27240;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar/free-delivery;Бесплатная доставка
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные экскаваторы;-;new;11305;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar;;add;dropdown;425;Доставка;;;;;add;27241;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-ekskavatorlar/paid-delivery;Платная доставка
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные тракторы;-;new;11498;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar;;;;;;;;;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные тракторы;-;new;11498;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar;;add;dropdown;29;Состояние;ЛОЖЬ;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные тракторы;-;new;11498;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar;;add;dropdown;29;Состояние;;;;;add;2757;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar/new;Новый
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные тракторы;-;new;11498;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar;;add;dropdown;29;Состояние;;;;;add;2756;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar/used;Б/у
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные тракторы;-;new;11498;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar;;add;dropdown;425;Доставка;ИСТИНА;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные тракторы;-;new;11498;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar;;add;dropdown;425;Доставка;;;;;add;27236;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar/p-27236-customer-pickup;Самовывоз
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные тракторы;-;new;11498;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar;;add;dropdown;425;Доставка;;;;;add;30644;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar/delivery-to-areas;Доставка в районы
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные тракторы;-;new;11498;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar;;add;dropdown;425;Доставка;;;;;add;27240;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar/free-delivery;Бесплатная доставка
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные тракторы;-;new;11498;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar;;add;dropdown;425;Доставка;;;;;add;27241;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-traktorlar/paid-delivery;Платная доставка
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные танки;-;new;11303;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar;;;;;;;;;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные танки;-;new;11303;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar;;add;dropdown;29;Состояние;ЛОЖЬ;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные танки;-;new;11303;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar;;add;dropdown;29;Состояние;;;;;add;2757;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar/new;Новый
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные танки;-;new;11303;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar;;add;dropdown;29;Состояние;;;;;add;2756;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar/used;Б/у
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные танки;-;new;11303;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar;;add;dropdown;425;Доставка;ИСТИНА;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные танки;-;new;11303;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar;;add;dropdown;425;Доставка;;;;;add;27236;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar/p-27236-customer-pickup;Самовывоз
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные танки;-;new;11303;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar;;add;dropdown;425;Доставка;;;;;add;30644;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar/delivery-to-areas;Доставка в районы
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные танки;-;new;11303;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar;;add;dropdown;425;Доставка;;;;;add;27240;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar/free-delivery;Бесплатная доставка
Детский мир;Игрушки;Игрушечный транспорт;Игрушечные танки;-;new;11303;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar;;add;dropdown;425;Доставка;;;;;add;27241;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/oyuncaq-tanklar/paid-delivery;Платная доставка
Детский мир;Игрушки;Игрушечный транспорт;Другой игрушечный транспорт;-;new;11174;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/diger-oyuncaq-neqliyyat;;;;;;;;;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Другой игрушечный транспорт;-;new;11174;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/diger-oyuncaq-neqliyyat;;add;dropdown;29;Состояние;ЛОЖЬ;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечный транспорт;Другой игрушечный транспорт;-;new;11174;https://lalafo.az/azerbaijan/igrushki/oyuncaq-neqliyyat/diger-oyuncaq-neqliyyat;;add;dropdown;425;Доставка;ИСТИНА;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;;;;;;;;;;;;
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;add;dropdown;29;Состояние;ЛОЖЬ;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;add;dropdown;425;Доставка;ИСТИНА;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;ИСТИНА;ИСТИНА;ЛОЖЬ;;;;;
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76786;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/banban;Банбан
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76880;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/kaktus;Кактус
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76873;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pishik;Кошка
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76785;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/maral;Олень
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76872;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/i?t;Собака
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76783;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/ordek;Утка
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76890;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/furby;Ферби
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76784;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/huggy-wuggy;Хагги Вагги
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76871;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/kuromi;Куроми
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76751;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/labubu;Лабубу
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76759;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/my-little-pony;Мой маленький пони
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76825;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/diger-pelush-oyuncaqlar;Другие плюшевые игрушки
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76782;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pinqvin;Пингвин
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76757;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pelush-qurbagha;Лягушка
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76755;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pelush-zurafe;Жираф
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76758;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pelush-qaz;Гусь
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76754;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pelush-meymun;Обезьяна
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76756;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pelush-panda;Панда
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76760;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pelush-dovshan;Кролик
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76753;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pelush-qoyun;Овца
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76752;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pelush-ayi;Мишка
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76761;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/pelush-peleng;Тигр
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76787;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/kopek-balighi;Акула
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76884;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/dele;Белка
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5389;Тип плюшевой игрушки;;;;;new;76874;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/telepuzik;Телепузик
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5395;Особенности;ИСТИНА;ИСТИНА;ЛОЖЬ;;;;;
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5395;Особенности;;;;;new;76841;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/nefes-alan;Дышащая
Детский мир;Игрушки;Мягкие игрушки;-;-;new;11106;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar;;new;dropdown;5395;Особенности;;;;;new;76840;https://lalafo.az/azerbaijan/igrushki/yumshaq-oyuncaqlar/danishan;Говорящая
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;;;;;;;;;;;;
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;add;dropdown;29;Состояние;ЛОЖЬ;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;add;dropdown;425;Доставка;ИСТИНА;ИСТИНА;ИСТИНА;;;;;
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;ИСТИНА;ИСТИНА;ЛОЖЬ;;;;;
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76592;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/anime-fiqurlari_76592_13;Аниме фигурки
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76870;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/bashqa-oyuncaq-novu;Другой тип игрушек
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76849;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/batman_76849_13;Бэтмен
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76865;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/ben-10_76865_13;Бен 10
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76869;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/deadpool_76869_13;Дэдпул
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76851;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/dinozavr_76851_13;Динозавр
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76591;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/funko-pop-fiqurlari_76591_13;Funko POP
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76852;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/harry-potter;Гарри Поттер
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76866;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/hello-kitty_76866_13;Хелло Китти
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76862;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/joker_76862_13;Джокер
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76742;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/jurassic-world;Мир юрского периода
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76589;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/kinder-fiqurlari_76589_13;Kinder
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76635;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/littlest-pet-shop;Littlest pet shop
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76863;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/mario_76863_13;Марио
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76602;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/marvel;Марвел
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76590;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/mcdonalds-fiqurlari_76590_13;McDonalds
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76860;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/su-perisi_76860_13;Русалка
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76868;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/mikki-maus_76868_13;Микки Маус
Детский мир;Игрушки;Игрушечные фигурки;-;-;new;11114;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar;;new;dropdown;5377;Тип фигурок;;;;;new;76603;https://lalafo.az/azerbaijan/igrushki/oyuncaq-fiqurlar/minecraft;Minecraft
